Date,Daytime,Ride_Name,Fast_Pass_Plus_Tickets,Total_Ticket_Sale_In_Last_Hour,Highest_Age_Group
2024-01-23,21:00:00,Frontierland,26,65,Senior
2024-01-23,22:00:00,Frontierland,30,87,Teen
2024-01-23,09:00:00,Big Thunder Mountain,16,50,Child
2024-01-23,10:00:00,Big Thunder Mountain,20,55,Child
2024-01-23,11:00:00,Big Thunder Mountain,40,104,Senior
2024-01-23,12:00:00,Big Thunder Mountain,13,111,Senior
2024-01-23,13:00:00,Big Thunder Mountain,84,226,Child
2024-01-23,14:00:00,Big Thunder Mountain,131,242,Child
2024-01-23,15:00:00,Big Thunder Mountain,147,277,Senior
2024-01-23,16:00:00,Big Thunder Mountain,53,155,Adult
2024-01-23,17:00:00,Big Thunder Mountain,65,175,Child
2024-01-23,18:00:00,Big Thunder Mountain,47,104,Adult
2024-01-23,19:00:00,Big Thunder Mountain,74,141,Senior
2024-01-23,20:00:00,Big Thunder Mountain,19,86,Senior
2024-01-23,21:00:00,Big Thunder Mountain,23,79,Senior
2024-01-23,22:00:00,Big Thunder Mountain,27,61,Senior
2024-01-23,09:00:00,Country Bear Jamboree,23,50,Child
2024-01-23,10:00:00,Country Bear Jamboree,26,99,Child
2024-01-23,11:00:00,Country Bear Jamboree,28,87,Adult
2024-01-23,12:00:00,Country Bear Jamboree,49,119,Teen
2024-01-23,13:00:00,Country Bear Jamboree,88,275,Adult
2024-01-23,14:00:00,Country Bear Jamboree,170,288,Child
2024-01-23,15:00:00,Country Bear Jamboree,139,231,Adult
2024-01-23,16:00:00,Country Bear Jamboree,38,113,Senior
2024-01-23,17:00:00,Country Bear Jamboree,85,193,Child
2024-01-23,18:00:00,Country Bear Jamboree,80,193,Teen
2024-01-23,19:00:00,Country Bear Jamboree,125,265,Child
2024-01-23,20:00:00,Country Bear Jamboree,29,85,Teen
2024-01-23,21:00:00,Country Bear Jamboree,25,71,Child
2024-01-23,22:00:00,Country Bear Jamboree,46,91,Teen
2024-01-23,09:00:00,Tom Sawyer Island,20,78,Adult
2024-01-23,10:00:00,Tom Sawyer Island,32,84,Senior
2024-01-23,11:00:00,Tom Sawyer Island,7,85,Child
2024-01-23,12:00:00,Tom Sawyer Island,27,97,Senior
2024-01-23,13:00:00,Tom Sawyer Island,104,224,Child
2024-01-23,14:00:00,Tom Sawyer Island,115,220,Adult
2024-01-23,15:00:00,Tom Sawyer Island,106,215,Adult
2024-01-23,16:00:00,Tom Sawyer Island,164,272,Child
2024-01-23,17:00:00,Tom Sawyer Island,86,148,Senior
2024-01-23,18:00:00,Tom Sawyer Island,40,122,Senior
2024-01-23,19:00:00,Tom Sawyer Island,57,145,Child
2024-01-23,20:00:00,Tom Sawyer Island,17,56,Adult
2024-01-23,21:00:00,Tom Sawyer Island,17,57,Senior
2024-01-23,22:00:00,Tom Sawyer Island,20,59,Child
2024-01-23,09:00:00,Splash Mountain,27,87,Teen
2024-01-23,10:00:00,Splash Mountain,30,110,Senior
2024-01-23,11:00:00,Splash Mountain,7,106,Adult
2024-01-23,12:00:00,Splash Mountain,7,74,Child
2024-01-23,13:00:00,Splash Mountain,90,159,Adult
2024-01-23,14:00:00,Splash Mountain,99,205,Adult
2024-01-23,15:00:00,Splash Mountain,134,267,Adult
2024-01-23,16:00:00,Splash Mountain,108,224,Senior
2024-01-23,17:00:00,Splash Mountain,85,217,Teen
2024-01-23,18:00:00,Splash Mountain,63,178,Adult
2024-01-23,19:00:00,Splash Mountain,72,158,Adult
2024-01-23,20:00:00,Splash Mountain,16,68,Teen
2024-01-23,21:00:00,Splash Mountain,28,72,Senior
2024-01-23,22:00:00,Splash Mountain,18,60,Adult
2024-01-23,09:00:00,Liberty Square,12,73,Teen
2024-01-23,10:00:00,Liberty Square,14,70,Child
2024-01-23,11:00:00,Liberty Square,14,55,Teen
2024-01-23,12:00:00,Liberty Square,23,106,Adult
2024-01-23,13:00:00,Liberty Square,53,147,Child
2024-01-23,14:00:00,Liberty Square,108,270,Adult
2024-01-23,15:00:00,Liberty Square,57,137,Senior
2024-01-23,16:00:00,Liberty Square,84,238,Adult
2024-01-23,17:00:00,Liberty Square,78,131,Child
2024-01-23,18:00:00,Liberty Square,120,203,Senior
2024-01-23,19:00:00,Liberty Square,101,296,Senior
2024-01-23,20:00:00,Liberty Square,21,70,Child
2024-01-23,21:00:00,Liberty Square,53,97,Adult
2024-01-23,22:00:00,Liberty Square,35,91,Senior
2024-01-23,09:00:00,The Hall of Presidents,36,87,Teen
2024-01-23,10:00:00,The Hall of Presidents,28,106,Child
2024-01-23,11:00:00,The Hall of Presidents,8,111,Teen
2024-01-23,12:00:00,The Hall of Presidents,15,120,Adult
2024-01-23,13:00:00,The Hall of Presidents,45,106,Teen
2024-01-23,14:00:00,The Hall of Presidents,88,214,Child
2024-01-23,15:00:00,The Hall of Presidents,57,183,Teen
2024-01-23,16:00:00,The Hall of Presidents,115,249,Teen
2024-01-23,17:00:00,The Hall of Presidents,177,300,Adult
2024-01-23,18:00:00,The Hall of Presidents,45,150,Child
2024-01-23,19:00:00,The Hall of Presidents,136,237,Senior
2024-01-23,20:00:00,The Hall of Presidents,24,93,Senior
2024-01-23,21:00:00,The Hall of Presidents,32,62,Adult
2024-01-23,22:00:00,The Hall of Presidents,46,88,Child
2024-01-23,09:00:00,Haunted Mansion,29,96,Teen
2024-01-23,10:00:00,Haunted Mansion,30,104,Senior
2024-01-23,11:00:00,Haunted Mansion,5,97,Adult
2024-01-23,12:00:00,Haunted Mansion,26,94,Adult
2024-01-23,13:00:00,Haunted Mansion,122,214,Child
2024-01-23,14:00:00,Haunted Mansion,83,155,Senior
2024-01-23,15:00:00,Haunted Mansion,125,289,Senior
2024-01-23,16:00:00,Haunted Mansion,61,173,Senior
2024-01-23,17:00:00,Haunted Mansion,166,286,Senior
2024-01-23,18:00:00,Haunted Mansion,76,135,Child
2024-01-23,19:00:00,Haunted Mansion,49,136,Adult
2024-01-23,20:00:00,Haunted Mansion,43,80,Adult
2024-01-23,21:00:00,Haunted Mansion,24,54,Child
2024-01-23,22:00:00,Haunted Mansion,23,50,Adult
2024-01-23,09:00:00,Liberty Square Riverboat,17,103,Senior
2024-01-23,10:00:00,Liberty Square Riverboat,12,67,Teen
2024-01-23,11:00:00,Liberty Square Riverboat,23,98,Senior
2024-01-23,12:00:00,Liberty Square Riverboat,14,55,Adult
2024-01-23,13:00:00,Liberty Square Riverboat,107,226,Senior
2024-01-23,14:00:00,Liberty Square Riverboat,48,157,Child
2024-01-23,15:00:00,Liberty Square Riverboat,53,139,Adult
2024-01-23,16:00:00,Liberty Square Riverboat,148,263,Senior
2024-01-23,17:00:00,Liberty Square Riverboat,66,131,Adult
2024-01-23,18:00:00,Liberty Square Riverboat,73,206,Senior
2024-01-23,19:00:00,Liberty Square Riverboat,138,276,Teen
2024-01-23,20:00:00,Liberty Square Riverboat,14,51,Adult
2024-01-23,21:00:00,Liberty Square Riverboat,20,81,Adult
2024-01-23,22:00:00,Liberty Square Riverboat,44,87,Senior
2024-01-23,09:00:00,Main Street USA,38,83,Senior
2024-01-23,10:00:00,Main Street USA,19,65,Child
2024-01-23,11:00:00,Main Street USA,13,83,Child
2024-01-23,12:00:00,Main Street USA,17,68,Senior
2024-01-23,13:00:00,Main Street USA,95,277,Adult
2024-01-23,14:00:00,Main Street USA,44,141,Adult
2024-01-23,15:00:00,Main Street USA,83,192,Adult
2024-01-23,16:00:00,Main Street USA,44,112,Adult
2024-01-23,17:00:00,Main Street USA,118,235,Child
2024-01-23,18:00:00,Main Street USA,84,231,Teen
2024-01-23,19:00:00,Main Street USA,98,295,Teen
2024-01-23,20:00:00,Main Street USA,34,84,Adult
2024-01-23,21:00:00,Main Street USA,37,93,Adult
2024-01-23,22:00:00,Main Street USA,40,93,Child
2024-01-23,09:00:00,Tomorrowland,50,118,Adult
2024-01-23,10:00:00,Tomorrowland,4,68,Teen
2024-01-23,11:00:00,Tomorrowland,27,116,Adult
2024-01-23,12:00:00,Tomorrowland,35,112,Adult
2024-01-23,13:00:00,Tomorrowland,47,141,Teen
2024-01-23,14:00:00,Tomorrowland,64,139,Teen
2024-01-23,15:00:00,Tomorrowland,82,148,Child
2024-01-23,16:00:00,Tomorrowland,91,206,Child
2024-01-23,17:00:00,Tomorrowland,73,129,Teen
2024-01-23,18:00:00,Tomorrowland,47,104,Adult
2024-01-23,19:00:00,Tomorrowland,94,179,Adult
2024-01-23,20:00:00,Tomorrowland,28,58,Adult
2024-01-23,21:00:00,Tomorrowland,24,61,Child
2024-01-23,22:00:00,Tomorrowland,27,97,Teen
2024-01-23,09:00:00,Astro Orbiter,10,66,Teen
2024-01-23,10:00:00,Astro Orbiter,12,89,Teen
2024-01-23,11:00:00,Astro Orbiter,7,66,Senior
2024-01-23,12:00:00,Astro Orbiter,6,64,Child
2024-01-23,13:00:00,Astro Orbiter,135,298,Senior
2024-01-23,14:00:00,Astro Orbiter,40,110,Child
2024-01-23,15:00:00,Astro Orbiter,60,108,Child
2024-01-23,16:00:00,Astro Orbiter,73,220,Adult
2024-01-23,17:00:00,Astro Orbiter,36,111,Adult
2024-01-23,18:00:00,Astro Orbiter,81,270,Child
2024-01-23,19:00:00,Astro Orbiter,99,300,Teen
2024-01-23,20:00:00,Astro Orbiter,28,87,Teen
2024-01-23,21:00:00,Astro Orbiter,39,92,Child
2024-01-23,22:00:00,Astro Orbiter,16,55,Adult
2024-01-23,09:00:00,Buzz Lightyear's Space Ranger Spin,26,94,Teen
2024-01-23,10:00:00,Buzz Lightyear's Space Ranger Spin,51,114,Teen
2024-01-23,11:00:00,Buzz Lightyear's Space Ranger Spin,47,114,Child
2024-01-23,12:00:00,Buzz Lightyear's Space Ranger Spin,27,62,Child
2024-01-23,13:00:00,Buzz Lightyear's Space Ranger Spin,85,235,Teen
2024-01-23,14:00:00,Buzz Lightyear's Space Ranger Spin,61,172,Child
2024-01-23,15:00:00,Buzz Lightyear's Space Ranger Spin,95,285,Teen
2024-01-23,16:00:00,Buzz Lightyear's Space Ranger Spin,131,229,Senior
2024-01-23,17:00:00,Buzz Lightyear's Space Ranger Spin,101,193,Teen
2024-01-23,18:00:00,Buzz Lightyear's Space Ranger Spin,109,212,Child
2024-01-23,19:00:00,Buzz Lightyear's Space Ranger Spin,82,146,Adult
2024-01-23,20:00:00,Buzz Lightyear's Space Ranger Spin,35,74,Teen
2024-01-23,21:00:00,Buzz Lightyear's Space Ranger Spin,28,82,Senior
2024-01-23,22:00:00,Buzz Lightyear's Space Ranger Spin,23,57,Child
2024-01-23,09:00:00,Carousel of Progress,14,109,Teen
2024-01-23,10:00:00,Carousel of Progress,32,113,Adult
2024-01-23,11:00:00,Carousel of Progress,6,55,Adult
2024-01-23,12:00:00,Carousel of Progress,14,113,Senior
2024-01-23,13:00:00,Carousel of Progress,76,172,Adult
2024-01-23,14:00:00,Carousel of Progress,154,275,Senior
2024-01-23,15:00:00,Carousel of Progress,74,157,Senior
2024-01-23,16:00:00,Carousel of Progress,100,174,Senior
2024-01-23,17:00:00,Carousel of Progress,85,148,Child
2024-01-23,18:00:00,Carousel of Progress,133,221,Adult
2024-01-23,19:00:00,Carousel of Progress,44,145,Senior
2024-01-23,20:00:00,Carousel of Progress,25,93,Senior
2024-01-23,21:00:00,Carousel of Progress,42,78,Child
2024-01-23,22:00:00,Carousel of Progress,17,57,Senior
2024-01-23,09:00:00,"Monsters, Inc. Laugh Floor",43,101,Child
2024-01-23,10:00:00,"Monsters, Inc. Laugh Floor",7,71,Adult
2024-01-23,11:00:00,"Monsters, Inc. Laugh Floor",20,75,Teen
2024-01-23,12:00:00,"Monsters, Inc. Laugh Floor",13,101,Teen
2024-01-23,13:00:00,"Monsters, Inc. Laugh Floor",111,208,Senior
2024-01-23,14:00:00,"Monsters, Inc. Laugh Floor",93,171,Adult
2024-01-23,15:00:00,"Monsters, Inc. Laugh Floor",162,293,Senior
2024-01-23,16:00:00,"Monsters, Inc. Laugh Floor",86,191,Senior
2024-01-23,17:00:00,"Monsters, Inc. Laugh Floor",104,224,Adult
2024-01-23,18:00:00,"Monsters, Inc. Laugh Floor",74,137,Senior
2024-01-23,19:00:00,"Monsters, Inc. Laugh Floor",42,127,Adult
2024-01-23,20:00:00,"Monsters, Inc. Laugh Floor",42,81,Teen
2024-01-23,21:00:00,"Monsters, Inc. Laugh Floor",26,90,Child
2024-01-23,22:00:00,"Monsters, Inc. Laugh Floor",13,56,Child
2024-01-23,09:00:00,Space Mountain,7,113,Teen
2024-01-23,10:00:00,Space Mountain,43,98,Adult
2024-01-23,11:00:00,Space Mountain,17,69,Child
2024-01-23,12:00:00,Space Mountain,23,59,Senior
2024-01-23,13:00:00,Space Mountain,79,219,Adult
2024-01-23,14:00:00,Space Mountain,122,269,Senior
2024-01-23,15:00:00,Space Mountain,88,229,Adult
2024-01-23,16:00:00,Space Mountain,112,238,Child
2024-01-23,17:00:00,Space Mountain,92,295,Senior
2024-01-23,18:00:00,Space Mountain,55,130,Senior
2024-01-23,19:00:00,Space Mountain,103,180,Senior
2024-01-23,20:00:00,Space Mountain,39,78,Child
2024-01-23,21:00:00,Space Mountain,17,52,Adult
2024-01-23,22:00:00,Space Mountain,29,95,Senior
2024-01-23,09:00:00,Stitch's Great Escape! (Seasonal),14,105,Adult
2024-01-23,10:00:00,Stitch's Great Escape! (Seasonal),36,99,Child
2024-01-23,11:00:00,Stitch's Great Escape! (Seasonal),45,112,Senior
2024-01-23,12:00:00,Stitch's Great Escape! (Seasonal),44,110,Teen
2024-01-23,13:00:00,Stitch's Great Escape! (Seasonal),71,229,Senior
2024-01-23,14:00:00,Stitch's Great Escape! (Seasonal),76,167,Senior
2024-01-23,15:00:00,Stitch's Great Escape! (Seasonal),132,257,Adult
2024-01-23,16:00:00,Stitch's Great Escape! (Seasonal),116,296,Adult
2024-01-23,17:00:00,Stitch's Great Escape! (Seasonal),35,115,Child
2024-01-23,18:00:00,Stitch's Great Escape! (Seasonal),74,132,Adult
2024-01-23,19:00:00,Stitch's Great Escape! (Seasonal),104,189,Child
2024-01-23,20:00:00,Stitch's Great Escape! (Seasonal),41,98,Senior
2024-01-23,21:00:00,Stitch's Great Escape! (Seasonal),27,56,Adult
2024-01-23,22:00:00,Stitch's Great Escape! (Seasonal),34,72,Adult
2024-01-23,09:00:00,Tomorrowland Speedway,12,57,Teen
2024-01-23,10:00:00,Tomorrowland Speedway,20,80,Child
2024-01-23,11:00:00,Tomorrowland Speedway,14,58,Child
2024-01-23,12:00:00,Tomorrowland Speedway,14,93,Child
2024-01-23,13:00:00,Tomorrowland Speedway,95,237,Child
2024-01-23,14:00:00,Tomorrowland Speedway,111,217,Senior
2024-01-23,15:00:00,Tomorrowland Speedway,113,245,Senior
2024-01-23,16:00:00,Tomorrowland Speedway,51,168,Senior
2024-01-23,17:00:00,Tomorrowland Speedway,75,250,Adult
2024-01-23,18:00:00,Tomorrowland Speedway,95,196,Senior
2024-01-23,19:00:00,Tomorrowland Speedway,88,182,Child
2024-01-23,20:00:00,Tomorrowland Speedway,22,81,Teen
2024-01-23,21:00:00,Tomorrowland Speedway,37,71,Adult
2024-01-23,22:00:00,Tomorrowland Speedway,24,60,Adult
2024-01-23,09:00:00,Tomorrowland Transit Authority,18,105,Senior
2024-01-23,10:00:00,Tomorrowland Transit Authority,24,59,Teen
2024-01-23,11:00:00,Tomorrowland Transit Authority,19,86,Child
2024-01-23,12:00:00,Tomorrowland Transit Authority,37,88,Senior
2024-01-23,13:00:00,Tomorrowland Transit Authority,77,157,Child
2024-01-23,14:00:00,Tomorrowland Transit Authority,162,283,Child
2024-01-23,15:00:00,Tomorrowland Transit Authority,101,251,Adult
2024-01-23,16:00:00,Tomorrowland Transit Authority,57,117,Senior
2024-01-23,17:00:00,Tomorrowland Transit Authority,76,209,Adult
2024-01-23,18:00:00,Tomorrowland Transit Authority,60,119,Adult
2024-01-23,19:00:00,Tomorrowland Transit Authority,126,229,Adult
2024-01-23,20:00:00,Tomorrowland Transit Authority,42,77,Adult
2024-01-23,21:00:00,Tomorrowland Transit Authority,29,62,Senior
2024-01-23,22:00:00,Tomorrowland Transit Authority,35,66,Senior
2024-01-23,09:00:00,TRON Lightcycle Power Run Rollercoaster,20,120,Child
2024-01-23,10:00:00,TRON Lightcycle Power Run Rollercoaster,19,116,Senior
2024-01-23,11:00:00,TRON Lightcycle Power Run Rollercoaster,27,77,Adult
2024-01-23,12:00:00,TRON Lightcycle Power Run Rollercoaster,52,118,Senior
2024-01-23,13:00:00,TRON Lightcycle Power Run Rollercoaster,130,244,Child
2024-01-23,14:00:00,TRON Lightcycle Power Run Rollercoaster,84,233,Adult
2024-01-23,15:00:00,TRON Lightcycle Power Run Rollercoaster,75,218,Teen
2024-01-23,16:00:00,TRON Lightcycle Power Run Rollercoaster,74,138,Adult
2024-01-23,17:00:00,TRON Lightcycle Power Run Rollercoaster,91,211,Adult
2024-01-23,18:00:00,TRON Lightcycle Power Run Rollercoaster,58,116,Teen
2024-01-23,19:00:00,TRON Lightcycle Power Run Rollercoaster,78,205,Adult
2024-01-23,20:00:00,TRON Lightcycle Power Run Rollercoaster,28,91,Adult
2024-01-23,21:00:00,TRON Lightcycle Power Run Rollercoaster,33,93,Senior
2024-01-23,22:00:00,TRON Lightcycle Power Run Rollercoaster,18,65,Teen
2024-01-22,09:00:00,Enchanted Tiki Room,5,74,Teen
2024-01-22,10:00:00,Enchanted Tiki Room,31,89,Senior
2024-01-22,11:00:00,Enchanted Tiki Room,34,105,Child
2024-01-22,12:00:00,Enchanted Tiki Room,12,75,Adult
2024-01-22,13:00:00,Enchanted Tiki Room,41,134,Adult
2024-01-22,14:00:00,Enchanted Tiki Room,88,171,Teen
2024-01-22,15:00:00,Enchanted Tiki Room,151,264,Child
2024-01-22,16:00:00,Enchanted Tiki Room,128,284,Child
2024-01-22,17:00:00,Enchanted Tiki Room,65,114,Child
2024-01-22,18:00:00,Enchanted Tiki Room,89,180,Adult
2024-01-22,19:00:00,Enchanted Tiki Room,68,116,Senior
2024-01-22,20:00:00,Enchanted Tiki Room,19,73,Senior
2024-01-22,21:00:00,Enchanted Tiki Room,27,96,Teen
2024-01-22,22:00:00,Enchanted Tiki Room,30,57,Child
2024-01-22,09:00:00,Jungle Cruise,49,116,Adult
2024-01-22,10:00:00,Jungle Cruise,12,113,Teen
2024-01-22,11:00:00,Jungle Cruise,17,65,Adult
2024-01-22,12:00:00,Jungle Cruise,20,99,Senior
2024-01-22,13:00:00,Jungle Cruise,53,155,Child
2024-01-22,14:00:00,Jungle Cruise,52,144,Adult
2024-01-22,15:00:00,Jungle Cruise,92,212,Adult
2024-01-22,16:00:00,Jungle Cruise,78,250,Senior
2024-01-22,17:00:00,Jungle Cruise,97,236,Child
2024-01-22,18:00:00,Jungle Cruise,86,181,Senior
2024-01-22,19:00:00,Jungle Cruise,113,221,Teen
2024-01-22,20:00:00,Jungle Cruise,20,67,Adult
2024-01-22,21:00:00,Jungle Cruise,35,80,Adult
2024-01-22,22:00:00,Jungle Cruise,12,51,Child
2024-01-22,09:00:00,The Magic Carpets of Aladdin,17,80,Senior
2024-01-22,10:00:00,The Magic Carpets of Aladdin,41,89,Adult
2024-01-22,11:00:00,The Magic Carpets of Aladdin,26,65,Teen
2024-01-22,12:00:00,The Magic Carpets of Aladdin,31,106,Child
2024-01-22,13:00:00,The Magic Carpets of Aladdin,118,200,Adult
2024-01-22,14:00:00,The Magic Carpets of Aladdin,57,177,Teen
2024-01-22,15:00:00,The Magic Carpets of Aladdin,64,176,Teen
2024-01-22,16:00:00,The Magic Carpets of Aladdin,106,212,Adult
2024-01-22,17:00:00,The Magic Carpets of Aladdin,148,296,Senior
2024-01-22,18:00:00,The Magic Carpets of Aladdin,42,108,Child
2024-01-22,19:00:00,The Magic Carpets of Aladdin,180,299,Senior
2024-01-22,20:00:00,The Magic Carpets of Aladdin,37,80,Adult
2024-01-22,21:00:00,The Magic Carpets of Aladdin,45,95,Child
2024-01-22,22:00:00,The Magic Carpets of Aladdin,22,60,Child
2024-01-22,09:00:00,Pirates of the Caribbean,30,95,Adult
2024-01-22,10:00:00,Pirates of the Caribbean,7,108,Child
2024-01-22,11:00:00,Pirates of the Caribbean,33,73,Senior
2024-01-22,12:00:00,Pirates of the Caribbean,4,67,Senior
2024-01-22,13:00:00,Pirates of the Caribbean,76,151,Adult
2024-01-22,14:00:00,Pirates of the Caribbean,87,180,Child
2024-01-22,15:00:00,Pirates of the Caribbean,45,128,Teen
2024-01-22,16:00:00,Pirates of the Caribbean,121,232,Teen
2024-01-22,17:00:00,Pirates of the Caribbean,129,252,Senior
2024-01-22,18:00:00,Pirates of the Caribbean,80,181,Senior
2024-01-22,19:00:00,Pirates of the Caribbean,98,288,Adult
2024-01-22,20:00:00,Pirates of the Caribbean,25,61,Adult
2024-01-22,21:00:00,Pirates of the Caribbean,16,62,Senior
2024-01-22,22:00:00,Pirates of the Caribbean,23,73,Senior
2024-01-22,09:00:00,Swiss Family Treehouse,41,98,Teen
2024-01-22,10:00:00,Swiss Family Treehouse,4,52,Teen
2024-01-22,11:00:00,Swiss Family Treehouse,21,61,Teen
2024-01-22,12:00:00,Swiss Family Treehouse,13,83,Child
2024-01-22,13:00:00,Swiss Family Treehouse,99,202,Senior
2024-01-22,14:00:00,Swiss Family Treehouse,97,253,Teen
2024-01-22,15:00:00,Swiss Family Treehouse,74,122,Adult
2024-01-22,16:00:00,Swiss Family Treehouse,86,143,Child
2024-01-22,17:00:00,Swiss Family Treehouse,54,103,Senior
2024-01-22,18:00:00,Swiss Family Treehouse,176,297,Senior
2024-01-22,19:00:00,Swiss Family Treehouse,123,272,Child
2024-01-22,20:00:00,Swiss Family Treehouse,22,64,Teen
2024-01-22,21:00:00,Swiss Family Treehouse,37,100,Adult
2024-01-22,22:00:00,Swiss Family Treehouse,50,97,Senior
2024-01-22,09:00:00,Fantasyland,22,66,Teen
2024-01-22,10:00:00,Fantasyland,18,77,Teen
2024-01-22,11:00:00,Fantasyland,17,103,Senior
2024-01-22,12:00:00,Fantasyland,5,68,Adult
2024-01-22,13:00:00,Fantasyland,62,167,Senior
2024-01-22,14:00:00,Fantasyland,67,163,Senior
2024-01-22,15:00:00,Fantasyland,37,121,Senior
2024-01-22,16:00:00,Fantasyland,77,134,Adult
2024-01-22,17:00:00,Fantasyland,117,277,Teen
2024-01-22,18:00:00,Fantasyland,119,282,Senior
2024-01-22,19:00:00,Fantasyland,142,288,Adult
2024-01-22,20:00:00,Fantasyland,15,54,Child
2024-01-22,21:00:00,Fantasyland,22,53,Teen
2024-01-22,22:00:00,Fantasyland,34,80,Child
2024-01-22,09:00:00,The Barnstormer,11,50,Senior
2024-01-22,10:00:00,The Barnstormer,27,88,Adult
2024-01-22,11:00:00,The Barnstormer,27,66,Child
2024-01-22,12:00:00,The Barnstormer,16,72,Teen
2024-01-22,13:00:00,The Barnstormer,103,228,Adult
2024-01-22,14:00:00,The Barnstormer,75,219,Child
2024-01-22,15:00:00,The Barnstormer,95,181,Senior
2024-01-22,16:00:00,The Barnstormer,52,136,Child
2024-01-22,17:00:00,The Barnstormer,56,180,Teen
2024-01-22,18:00:00,The Barnstormer,130,227,Adult
2024-01-22,19:00:00,The Barnstormer,120,291,Senior
2024-01-22,20:00:00,The Barnstormer,25,68,Adult
2024-01-22,21:00:00,The Barnstormer,34,83,Senior
2024-01-22,22:00:00,The Barnstormer,24,60,Senior
2024-01-22,09:00:00,Dumbo the Flying Elephant,28,69,Senior
2024-01-22,10:00:00,Dumbo the Flying Elephant,10,56,Teen
2024-01-22,11:00:00,Dumbo the Flying Elephant,11,56,Teen
2024-01-22,12:00:00,Dumbo the Flying Elephant,19,54,Adult
2024-01-22,13:00:00,Dumbo the Flying Elephant,74,141,Senior
2024-01-22,14:00:00,Dumbo the Flying Elephant,70,211,Senior
2024-01-22,15:00:00,Dumbo the Flying Elephant,49,110,Adult
2024-01-22,16:00:00,Dumbo the Flying Elephant,133,281,Senior
2024-01-22,17:00:00,Dumbo the Flying Elephant,98,217,Child
2024-01-22,18:00:00,Dumbo the Flying Elephant,162,284,Teen
2024-01-22,19:00:00,Dumbo the Flying Elephant,54,131,Child
2024-01-22,20:00:00,Dumbo the Flying Elephant,24,63,Teen
2024-01-22,21:00:00,Dumbo the Flying Elephant,32,60,Adult
2024-01-22,22:00:00,Dumbo the Flying Elephant,29,86,Child
2024-01-22,09:00:00,Enchanted Tales with Belle,48,117,Teen
2024-01-22,10:00:00,Enchanted Tales with Belle,10,103,Teen
2024-01-22,11:00:00,Enchanted Tales with Belle,13,113,Adult
2024-01-22,12:00:00,Enchanted Tales with Belle,13,53,Child
2024-01-22,13:00:00,Enchanted Tales with Belle,82,200,Child
2024-01-22,14:00:00,Enchanted Tales with Belle,62,182,Child
2024-01-22,15:00:00,Enchanted Tales with Belle,53,120,Senior
2024-01-22,16:00:00,Enchanted Tales with Belle,108,216,Adult
2024-01-22,17:00:00,Enchanted Tales with Belle,129,252,Child
2024-01-22,18:00:00,Enchanted Tales with Belle,58,184,Senior
2024-01-22,19:00:00,Enchanted Tales with Belle,110,183,Teen
2024-01-22,20:00:00,Enchanted Tales with Belle,15,63,Adult
2024-01-22,21:00:00,Enchanted Tales with Belle,17,70,Child
2024-01-22,22:00:00,Enchanted Tales with Belle,38,85,Child
2024-01-22,09:00:00,it's a small world,22,101,Teen
2024-01-22,10:00:00,it's a small world,24,80,Child
2024-01-22,11:00:00,it's a small world,10,52,Teen
2024-01-22,12:00:00,it's a small world,30,99,Adult
2024-01-22,13:00:00,it's a small world,144,265,Teen
2024-01-22,14:00:00,it's a small world,51,130,Senior
2024-01-22,15:00:00,it's a small world,112,210,Adult
2024-01-22,16:00:00,it's a small world,135,275,Teen
2024-01-22,17:00:00,it's a small world,98,191,Child
2024-01-22,18:00:00,it's a small world,90,194,Teen
2024-01-22,19:00:00,it's a small world,99,225,Senior
2024-01-22,20:00:00,it's a small world,30,80,Senior
2024-01-22,21:00:00,it's a small world,26,55,Adult
2024-01-22,22:00:00,it's a small world,28,89,Senior
2024-01-22,09:00:00,Mad Tea Party,11,104,Child
2024-01-22,10:00:00,Mad Tea Party,30,115,Senior
2024-01-22,11:00:00,Mad Tea Party,11,78,Senior
2024-01-22,12:00:00,Mad Tea Party,53,117,Child
2024-01-22,13:00:00,Mad Tea Party,77,174,Senior
2024-01-22,14:00:00,Mad Tea Party,71,120,Senior
2024-01-22,15:00:00,Mad Tea Party,60,176,Teen
2024-01-22,16:00:00,Mad Tea Party,160,275,Adult
2024-01-22,17:00:00,Mad Tea Party,75,163,Senior
2024-01-22,18:00:00,Mad Tea Party,84,175,Child
2024-01-22,19:00:00,Mad Tea Party,78,241,Child
2024-01-22,20:00:00,Mad Tea Party,22,82,Senior
2024-01-22,21:00:00,Mad Tea Party,20,76,Senior
2024-01-22,22:00:00,Mad Tea Party,34,92,Adult
2024-01-22,09:00:00,Mickey's PhilharMagic,35,82,Child
2024-01-22,10:00:00,Mickey's PhilharMagic,7,114,Child
2024-01-22,11:00:00,Mickey's PhilharMagic,18,109,Teen
2024-01-22,12:00:00,Mickey's PhilharMagic,7,100,Child
2024-01-22,13:00:00,Mickey's PhilharMagic,120,206,Adult
2024-01-22,14:00:00,Mickey's PhilharMagic,87,180,Senior
2024-01-22,15:00:00,Mickey's PhilharMagic,150,293,Senior
2024-01-22,16:00:00,Mickey's PhilharMagic,143,259,Adult
2024-01-22,17:00:00,Mickey's PhilharMagic,113,187,Teen
2024-01-22,18:00:00,Mickey's PhilharMagic,54,154,Child
2024-01-22,19:00:00,Mickey's PhilharMagic,143,291,Adult
2024-01-22,20:00:00,Mickey's PhilharMagic,25,93,Senior
